setu,date,home_team,home_victory,home_score,away_team,away_score,home_away,attendance,arena
27,04.07,SR渋谷,lose,69,A東京,74,home,2500,青山学院
27,04.07,A東京,win,74,SR渋谷,69,away,2500,青山学院
27,04.07,新潟,win,78,名古屋D,65,home,2388,アオーレ
27,04.07,名古屋D,lose,65,新潟,78,away,2388,アオーレ
27,04.07,富山,lose,73,三遠,74,home,2404,富山市総
27,04.07,三遠,win,74,富山,73,away,2404,富山市総
27,04.07,滋賀,lose,75,京都,77,home,3209,ウカル
27,04.07,京都,win,77,滋賀,75,away,3209,ウカル
27,04.07,島根,lose,69,大阪,78,home,2412,松江総体
27,04.07,大阪,win,78,島根,69,away,2412,松江総体
27,04.08,富山,win,81,三遠,72,home,3103,富山市総
27,04.08,三遠,lose,72,富山,81,away,3103,富山市総
27,04.08,琉球,win,79,川崎,77,home,3501,沖縄市
27,04.08,川崎,lose,77,琉球,79,away,3501,沖縄市
27,04.08,島根,lose,55,大阪,62,home,2856,松江総体
27,04.08,大阪,win,62,島根,55,away,2856,松江総体
27,04.08,栃木,lose,77,北海道,83,home,3626,ブレアリ
27,04.08,北海道,win,83,栃木,77,away,3626,ブレアリ
27,04.08,SR渋谷,win,79,A東京,72,home,2684,青山学院
27,04.08,A東京,lose,72,SR渋谷,79,away,2684,青山学院
27,04.08,横浜,win,89,西宮,80,home,2176,トッ平総
27,04.08,西宮,lose,80,横浜,89,away,2176,トッ平総
27,04.08,新潟,lose,74,名古屋D,82,home,2671,アオーレ
27,04.08,名古屋D,win,82,新潟,74,away,2671,アオーレ
27,04.08,滋賀,win,74,京都,72,home,2287,ウカル
27,04.08,京都,lose,72,滋賀,74,away,2287,ウカル
27,04.08,千葉,lose,84,三河,102,home,5360,船橋
27,04.08,三河,win,102,千葉,84,away,5360,船橋
28,04.14,三河,win,93,島根,91,home,2604,WA刈谷
28,04.14,島根,lose,91,三河,93,away,2604,WA刈谷
28,04.14,栃木,win,76,富山,67,home,3705,ブレアリ
28,04.14,富山,lose,67,栃木,76,away,3705,ブレアリ
28,04.14,千葉,win,106,西宮,76,home,4418,船橋
28,04.14,西宮,lose,76,千葉,106,away,4418,船橋
28,04.14,A東京,lose,92,名古屋D,93,home,2317,立川立飛
28,04.14,名古屋D,win,93,A東京,92,away,2317,立川立飛
28,04.14,三遠,lose,54,川崎,77,home,2824,豊橋
28,04.14,川崎,win,77,三遠,54,away,2824,豊橋
28,04.14,大阪,win,97,横浜,76,home,2458,府民共済
28,04.14,横浜,lose,76,大阪,97,away,2458,府民共済
28,04.14,北海道,lose,71,京都,73,home,3622,北海きた
28,04.14,京都,win,73,北海道,71,away,3622,北海きた
28,04.14,滋賀,lose,74,SR渋谷,90,home,1851,ウカル
28,04.14,SR渋谷,win,90,滋賀,74,away,1851,ウカル
28,04.14,新潟,win,88,琉球,84,home,2716,アオーレ
28,04.14,琉球,lose,84,新潟,88,away,2716,アオーレ
28,04.15,北海道,lose,71,京都,73,home,3810,北海きた
28,04.15,京都,win,73,北海道,71,away,3810,北海きた
28,04.15,新潟,lose,68,琉球,85,home,3139,アオーレ
28,04.15,琉球,win,85,新潟,68,away,3139,アオーレ
28,04.15,三遠,lose,67,川崎,79,home,3015,豊橋
28,04.15,川崎,win,79,三遠,67,away,3015,豊橋
28,04.15,三河,win,99,島根,85,home,2721,WA刈谷
28,04.15,島根,lose,85,三河,99,away,2721,WA刈谷
28,04.15,滋賀,win,80,SR渋谷,74,home,1904,ウカル
28,04.15,SR渋谷,lose,74,滋賀,80,away,1904,ウカル
28,04.15,大阪,lose,82,横浜,90,home,3129,府民共済
28,04.15,横浜,win,90,大阪,82,away,3129,府民共済
28,04.15,栃木,win,69,富山,65,home,3911,ブレアリ
28,04.15,富山,lose,65,栃木,69,away,3911,ブレアリ
28,04.15,千葉,win,85,西宮,69,home,4722,船橋
28,04.15,西宮,lose,69,千葉,85,away,4722,船橋
28,04.15,A東京,win,73,名古屋D,63,home,2501,立川立飛
28,04.15,名古屋D,lose,63,A東京,73,away,2501,立川立飛
29,04.20,川崎,win,89,栃木,61,home,4497,とどろき
29,04.20,栃木,lose,61,川崎,89,away,4497,とどろき
29,04.21,名古屋D,win,76,富山,74,home,1536,ドルアリ
29,04.21,富山,lose,74,名古屋D,76,away,1536,ドルアリ
29,04.21,SR渋谷,lose,63,千葉,84,home,2616,青山学院
29,04.21,千葉,win,84,SR渋谷,63,away,2616,青山学院
29,04.21,三河,lose,70,琉球,82,home,2601,岡崎中総
29,04.21,琉球,win,82,三河,70,away,2601,岡崎中総
29,04.21,北海道,lose,83,大阪,86,home,1947,旭川市総合体育館
29,04.21,大阪,win,86,北海道,83,away,1947,旭川市総合体育館
29,04.21,A東京,win,81,三遠,58,home,2068,立川立飛
29,04.21,三遠,lose,58,A東京,81,away,2068,立川立飛
29,04.21,京都,lose,80,横浜,87,home,3537,ハンアリ
29,04.21,横浜,win,87,京都,80,away,3537,ハンアリ
29,04.21,西宮,lose,77,滋賀,90,home,1307,ウインク体育館
29,04.21,滋賀,win,90,西宮,77,away,1307,ウインク体育館
29,04.21,川崎,lose,64,栃木,75,home,4577,とどろき
29,04.21,栃木,win,75,川崎,64,away,4577,とどろき
29,04.21,島根,lose,64,新潟,77,home,1457,米子産体
29,04.21,新潟,win,77,島根,64,away,1457,米子産体
29,04.22,島根,lose,57,新潟,69,home,1546,米子産体
29,04.22,新潟,win,69,島根,57,away,1546,米子産体
29,04.22,北海道,lose,76,大阪,81,home,2289,旭川市総合体育館
29,04.22,大阪,win,81,北海道,76,away,2289,旭川市総合体育館
29,04.22,SR渋谷,lose,67,千葉,71,home,3066,青山学院
29,04.22,千葉,win,71,SR渋谷,67,away,3066,青山学院
29,04.22,名古屋D,win,85,富山,67,home,1954,ドルアリ
29,04.22,富山,lose,67,名古屋D,85,away,1954,ドルアリ
29,04.22,京都,win,80,横浜,76,home,3042,ハンアリ
29,04.22,横浜,lose,76,京都,80,away,3042,ハンアリ
29,04.22,A東京,win,77,三遠,67,home,2806,立川立飛
29,04.22,三遠,lose,67,A東京,77,away,2806,立川立飛
29,04.22,三河,win,69,琉球,54,home,3669,岡崎中総
29,04.22,琉球,lose,54,三河,69,away,3669,岡崎中総
29,04.22,西宮,lose,47,滋賀,70,home,1686,ウインク体育館
29,04.22,滋賀,win,70,西宮,47,away,1686,ウインク体育館
30,04.27,川崎,win,85,京都,80,home,3122,とどろき
30,04.27,京都,lose,80,川崎,85,away,3122,とどろき
30,04.27,横浜,lose,71,名古屋D,77,home,2428,横浜文体
30,04.27,名古屋D,win,77,横浜,71,away,2428,横浜文体
30,04.28,横浜,lose,81,名古屋D,87,home,3211,横浜文体
30,04.28,名古屋D,win,87,横浜,81,away,3211,横浜文体
30,04.28,栃木,win,71,SR渋谷,55,home,4024,ブレアリ
30,04.28,SR渋谷,lose,55,栃木,71,away,4024,ブレアリ
30,04.28,千葉,win,89,北海道,86,home,4331,千葉
30,04.28,北海道,lose,86,千葉,89,away,4331,千葉
30,04.28,川崎,win,77,京都,73,home,4456,とどろき
30,04.28,京都,lose,73,川崎,77,away,4456,とどろき
30,04.28,大阪,lose,81,滋賀,88,home,3407,府民共済
30,04.28,滋賀,win,88,大阪,81,away,3407,府民共済
30,04.28,新潟,win,75,三遠,55,home,3515,アオーレ
30,04.28,三遠,lose,55,新潟,75,away,3515,アオーレ
30,04.28,富山,lose,74,三河,75,home,3906,富山市総
30,04.28,三河,win,75,富山,74,away,3906,富山市総
30,04.28,琉球,win,77,A東京,60,home,3701,沖縄市
30,04.28,A東京,lose,60,琉球,77,away,3701,沖縄市
30,04.28,島根,lose,68,西宮,79,home,1205,鹿島総体
30,04.28,西宮,win,79,島根,68,away,1205,鹿島総体
30,04.29,富山,win,95,三河,92,home,4508,富山市総
30,04.29,三河,lose,92,富山,95,away,4508,富山市総
30,04.29,琉球,lose,61,A東京,75,home,3709,沖縄市
30,04.29,A東京,win,75,琉球,61,away,3709,沖縄市
30,04.29,島根,win,92,西宮,72,home,1667,鹿島総体
30,04.29,西宮,lose,72,島根,92,away,1667,鹿島総体
30,04.29,新潟,win,84,三遠,81,home,4335,アオーレ
30,04.29,三遠,lose,81,新潟,84,away,4335,アオーレ
30,04.29,大阪,win,79,滋賀,61,home,5138,府民共済
30,04.29,滋賀,lose,61,大阪,79,away,5138,府民共済
30,04.29,栃木,win,74,SR渋谷,61,home,4165,ブレアリ
30,04.29,SR渋谷,lose,61,栃木,74,away,4165,ブレアリ
30,04.29,千葉,win,97,北海道,84,home,5889,千葉
30,04.29,北海道,lose,84,千葉,97,away,5889,千葉
31,05.02,栃木,lose,58,A東京,70,home,4380,ブレアリ
31,05.02,A東京,win,70,栃木,58,away,4380,ブレアリ
31,05.02,千葉,lose,90,川崎,102,home,6036,千葉
31,05.02,川崎,win,102,千葉,90,away,6036,千葉
31,05.02,SR渋谷,win,88,北海道,83,home,1878,墨田区
31,05.02,北海道,lose,83,SR渋谷,88,away,1878,墨田区
31,05.02,新潟,lose,85,富山,89,home,2580,東総合
31,05.02,富山,win,89,新潟,85,away,2580,東総合
31,05.02,名古屋D,lose,74,三河,78,home,4413,ドルアリ
31,05.02,三河,win,78,名古屋D,74,away,4413,ドルアリ
31,05.02,滋賀,lose,65,島根,77,home,2277,ウカル
31,05.02,島根,win,77,滋賀,65,away,2277,ウカル
31,05.02,西宮,win,92,京都,69,home,2893,西宮中央
31,05.02,京都,lose,69,西宮,92,away,2893,西宮中央
31,05.02,三遠,win,96,横浜,77,home,2768,豊橋
31,05.02,横浜,lose,77,三遠,96,away,2768,豊橋
31,05.02,琉球,lose,79,大阪,82,home,3612,沖縄市
31,05.02,大阪,win,82,琉球,79,away,3612,沖縄市
32,05.04,名古屋D,lose,80,栃木,84,home,3639,ドルアリ
32,05.04,栃木,win,84,名古屋D,80,away,3639,ドルアリ
32,05.05,名古屋D,win,69,栃木,64,home,3060,ドルアリ
32,05.05,栃木,lose,64,名古屋D,69,away,3060,ドルアリ
32,05.05,滋賀,win,82,富山,67,home,3380,ウカル
32,05.05,富山,lose,67,滋賀,82,away,3380,ウカル
32,05.05,千葉,win,80,琉球,76,home,5521,船橋
32,05.05,琉球,lose,76,千葉,80,away,5521,船橋
32,05.05,三河,lose,62,川崎,75,home,2951,WA刈谷
32,05.05,川崎,win,75,三河,62,away,2951,WA刈谷
32,05.05,A東京,win,78,京都,71,home,2760,立川立飛
32,05.05,京都,lose,71,A東京,78,away,2760,立川立飛
32,05.05,三遠,win,79,西宮,53,home,1228,浜北総体
32,05.05,西宮,lose,53,三遠,79,away,1228,浜北総体
32,05.05,SR渋谷,win,70,大阪,68,home,2365,青山学院
32,05.05,大阪,lose,68,SR渋谷,70,away,2365,青山学院
32,05.05,島根,win,99,横浜,74,home,3188,松江総体
32,05.05,横浜,lose,74,島根,99,away,3188,松江総体
32,05.06,島根,lose,66,横浜,77,home,3035,松江総体
32,05.06,横浜,win,77,島根,66,away,3035,松江総体
32,05.06,北海道,lose,68,新潟,81,home,6299,北海きた
32,05.06,新潟,win,81,北海道,68,away,6299,北海きた
32,05.06,千葉,win,85,琉球,75,home,5519,船橋
32,05.06,琉球,lose,75,千葉,85,away,5519,船橋
32,05.06,SR渋谷,win,75,大阪,72,home,2706,青山学院
32,05.06,大阪,lose,72,SR渋谷,75,away,2706,青山学院
32,05.06,三遠,lose,90,西宮,92,home,1502,浜北総体
32,05.06,西宮,win,92,三遠,90,away,1502,浜北総体
32,05.06,滋賀,win,78,富山,76,home,3625,ウカル
32,05.06,富山,lose,76,滋賀,78,away,3625,ウカル
32,05.06,A東京,win,106,京都,68,home,3221,立川立飛
32,05.06,京都,lose,68,A東京,106,away,3221,立川立飛
32,05.06,三河,win,86,川崎,83,home,3045,WA刈谷
32,05.06,川崎,lose,83,三河,86,away,3045,WA刈谷
32,05.07,北海道,win,74,新潟,72,home,4883,北海きた
32,05.07,新潟,lose,72,北海道,74,away,4883,北海きた
